word,meaning
정의감,진리에 맞는 올바른 도리를 지향하는 생각이나 마음.
정착민,일정한 곳에 자리를 잡아 머물러 사는 사람.
정체기,어떤 일이나 상황 등이 성장하거나 발전하지 못하고 일정한 정도에 그쳐 있는 시기.
정체불명,정체가 분명하거나 확실하지 않음. 또는 그러한 것.
정치권,정치하는 사람들의 영역.
정치력,정치하는 능력이나 솜씨.
정치인,정치를 맡아서 하는 사람.
정치적,정치와 관련된 것.
정치판,정치 활동이 벌어지는 자리나 형편. 또는 정치하는 사람들의 사회.
정치학,정치 현상을 연구하는 학문.
정통성,사람들이 받아들일 수 있는 권력이나 계통의 자격이나 근거.
정통적,바른 계통에 속하는 것.
정통파,어떤 학설이나 가르침 등을 가장 바르게 이어받은 파.
정화수,이른 새벽에 길은 깨끗한 우물물.
정회원,회원으로 활동할 수 있는 정식 자격을 갖춘 회원.
젖가슴,젖이 있는 가슴의 부분.
젖꼭지,아기가 병에 넣은 우유를 빨아 먹을 수 있도록 젖 모양으로 만든 물건.
젖먹이,젖을 먹는 때의 어린아이.
제각각,저마다 모두 따로따로인 것.
제과점,과자나 빵 등을 만들어 파는 가게.
제구실,자기가 마땅히 해야 할 일이나 책임.
제국주의,우월한 군사력과 경제력으로 다른 나라나 민족을 침략하여 거대한 국가를 건설하려는 경향.
제기차기,제기를 차면서 노는 한국의 전통 놀이.
제날짜,미리 정해져 있거나 어떤 일이 이루어져야 할 날짜.
제도권,기존의 사회 제도를 벗어나지 않는 영역 또는 범위.
제도적,사회생활에 필요한 일정한 방식이나 기준을 법이나 제도로 정하는 것.
제도화,어떤 것이 제도로 됨. 또는 그렇게 되게 함.
제막식,동상이나 기념비 등을 다 만든 뒤에 완공을 알리고 축하하는 의식.
제반사,어떤 것과 관련된 모든 일.
제보자,정보를 제공하는 사람.
제분소,곡식이나 약재 등을 빻아 가루로 만드는 곳.
제비꽃,"봄에 들에서 피는, 한 뼘 정도 되는 꽃줄기에 다섯 장의 꽃잎이 달리는 보라색 꽃."
제비뽑기,미리 기호나 글을 적어 놓은 종이나 물건을 골라 승부나 순서를 정하는 일.
제사상,제사를 지내기 위해 음식을 차려 놓은 상.
제삼자,어떤 일에 직접적인 관계가 없는 사람.
제삿날,(비유적으로) 죽을 정도로 혼쭐이 날 때.
제삿밥,제사를 지내기 위해 차려 놓은 밥.
제삿밥,제사를 지내고 난 밥.
제설기,쌓인 눈을 치우는 기계.
제스처,말을 효과적으로 전달하기 위해 하는 몸짓이나 손짓.
제스처,마음에 없이 남에게 보이기 위해 취하는 태도.
제시간,정한 시간.
제안서,내놓으려는 의견이나 안건을 글로 적은 문서.
제안자,의견이나 안건을 내놓은 사람.
제육볶음,돼지고기에 여러 양념과 채소 등을 넣고 볶은 음식.
제일선,적군과 가장 가깝게 맞선 지역.
제자리,본래 있던 자리.
제자리,위치가 달라지지 않은 같은 자리.
제자리,마땅히 있어야 할 자리.
제자리걸음,상태가 더 나아가지 못하고 계속 그 자리에 있는 것. 또는 그런 상태.
제자리걸음,시세가 거의 변동 없이 계속되는 일.
제자리걸음,제자리에 서서 걷는 것처럼 다리를 움직이는 운동 동작.
제자리표,악보에서 ‘♮’로 표시하며 올림표로 높이거나 내림표로 낮춘 음을 본래의 음으로 돌아가게 하는 기호.
제작도,어떤 물건을 만들기 위해 그 물건의 구조나 설계 등을 그린 그림.
제작물,사람의 힘으로 만들어 낸 물건이나 예술 작품.
제작소,물건이나 예술 작품을 전문적으로 만드는 곳.
제작자,물건이나 예술 작품을 만드는 사람.
제정신,자기 본래의 바른 정신.
제정일치,"고대 사회에서 흔히 볼 수 있었던, 제사와 정치가 일치한다는 사상. 또는 그런 정치 형태."
제조법,물건을 만드는 방법.
제조비,물건을 만드는 데 드는 돈.
제조사,제품을 만드는 일을 하는 회사.
제조일,물건을 만든 날짜.
제주도,한국의 행정 구역 단위인 도의 하나. 한국의 가장 남쪽에 있으며 제주도를 비롯한 여러 섬으로 이루어져 있다.
제철소,철광석을 용광로에 녹여 철을 뽑아내는 공장.
제초제,잡초를 없애는 약.
제트기,가스를 세게 내뿜어서 그 힘으로 앞으로 나아가는 비행기.
제해권,"무력으로 바다를 지배하여 군사, 항해 등에 관해 바다에서 가지는 권력."
젤라틴,"차갑게 식히면 말랑말랑한 형태로 굳는, 동물의 뼈, 가죽, 힘줄 따위에서 얻는 단백질의 하나."
조가비,조개의 살을 싸고 있는 단단한 껍데기.
조각구름,여러 개의 조각으로 따로따로 떨어져 있는 구름.
조각조각,여러 조각. 또는 하나하나의 조각.
조각칼,조각에 쓰는 칼.
조간신문,매일 아침에 발행하는 신문.
조간지,매일 아침에 발행하는 신문.
조감도,높은 곳에서 내려다본 모양을 그린 그림이나 지도.
조강지처,가난하고 힘들 때에 고생을 함께 겪어 온 아내.
조개껍데기,조개의 겉을 싸고 있는 단단한 물질.
조개껍질,조개의 겉을 싸고 있는 단단한 물질.
조건부,어떠한 제한이 붙거나 제한을 붙임. 또는 그 제한.
조교수,"대학교수 직위의 하나로, 부교수보다 아래, 전임 강사보다 위인 직위."
조국애,조국에 대한 사랑.
조급증,참을성 없이 몹시 급해하는 버릇이나 마음.
조난자,항해나 등산 중에 재난을 만난 사람.
조달청,정부에서 쓰는 물건을 사서 각 부서에 나누어 주는 일을 하는 행정 기관.
조랑말,몸집이 작은 품종의 말.
조력자,도와주는 사람.
조령모개,"아침에 내린 명령을 저녁에 다시 고친다는 뜻으로, 법률이나 명령을 자주 고침."
조롱박,길쭉하고 가운데가 잘록한 모양의 박이 열리는 넝쿨 식물이나 그 열매.
조롱박,길쭉하고 가운데가 잘록한 모양의 박으로 만든 바가지.
조루증,성관계를 맺을 때 남자의 사정이 너무 빨리 이루어지는 병.
조리개,사진기에서 렌즈를 통과하는 빛의 양을 조절하는 장치.
조리법,여러 가지 재료를 이용하여 음식을 만드는 방법.
조리사,음식점에서 음식을 만드는 사람.
조리용,음식을 만드는 데 씀. 또는 그런 물건.
조립품,어떤 물건을 조립하여 만드는 데 사용하는 부품.
조만치,조러한 정도. 또는 조만한 정도.
조만큼,조러한 정도. 또는 조만한 정도.
조명등,빛을 비추어 밝게 보이게 하는 데 쓰는 등.
조목조목,각각의 항목.
조무래기,작고 시시한 물건.
조문객,애도의 뜻을 나타내고 상주를 위로하러 초상집에 찾아온 사람.
조미료,음식의 맛을 내는 데 쓰는 재료.
조변석개,"아침에 바꾸고 저녁에 고친다는 뜻으로, 계획이나 결정을 일관성이 없이 자주 고침."
조산원,아이를 낳는 것을 돕는 곳.
조삼모사,당장 눈앞에 나타나는 차이만 알고 그 결과가 같다는 것은 모르는 어리석음.
조삼모사,실상은 결과가 같은 것을 두고 나쁜 꾀를 써서 다른 것처럼 속임.
조선말,일제 강점기에 한국어를 이르던 말.
조선말,조선 시대의 언어.
조선소,배를 만들거나 고치는 곳.
조선어,일제 강점기에 한국어를 이르던 말.
조선어,조선 시대의 언어.
조선업,배를 설계하고 만드는 공업.
조수석,자동차 운전석의 옆자리.
조심성,잘못이나 실수를 하지 않도록 말이나 행동 등에 주의하는 성질이나 태도.
조약돌,동글동글하고 매끈한 작은 돌.
조언자,도움이 되도록 말로 거들거나 깨우쳐 주는 사람.
조연출,연극이나 영화를 만들 때 연출가를 돕거나 대신하는 사람. 또는 그런 지위.
조울증,기분이 지나치게 흥분된 상태와 우울하고 억눌린 상태가 번갈아 나타나거나 둘 중에 한쪽이 주기적으로 나타나는 병.
조위금,죽은 사람에 대해 슬퍼하는 마음과 남은 가족을 위로하는 뜻을 나타내기 위해 내는 돈.
조의금,남의 죽음을 슬퍼하는 뜻으로 내는 돈.
조정안,제삼자가 다투는 당사자 사이에 끼어서 다툼을 그치게 하도록 제시하는 안.
조조할인,극장에서 오전에 일찍 영화를 보는 사람들에게 영화 관람료를 깎아 주는 것. 또는 그렇게 깎인 요금.
조종사,항공기를 조종할 수 있는 자격을 갖춘 사람.
조종석,항공기에서 조종사가 앉는 자리.
조종실,항공기를 조종하는 방.
조종자,뒤에서 남을 마음대로 움직이는 사람.
조직력,짜서 이루는 능력.
조직력,여럿이 모여 집단으로 뭉쳐진 힘.
조직원,조직을 이루고 있는 사람.
조직적,짜서 이루거나 얽어서 만든 것.
조직적,일이나 행동 등이 체계가 짜여 있는 것.
조직화,낱낱이 일정한 체계를 가지고 협력해서 활동을 하도록 통일이 이루어짐. 또는 그렇게 함.
조카딸,형제자매가 낳은 딸.
조카며느리,형제자매가 낳은 아들의 아내.
조타실,배를 조종하는 장치가 있는 방.
조형물,주로 예술적 목적으로 여러 가지 재료를 이용해서 만든 물체.
조형미,어떤 모습을 입체감 있게 예술적으로 만들어 표현하는 아름다움.
족두리,"여자들이 예복을 입을 때 머리에 얹던, 약간 네모지고 작은 물건."
존경심,어떤 사람의 훌륭한 인격이나 행위를 높이고 받드는 마음.
존대어,사람이나 사물을 높여서 이르는 말.
존댓말,사람이나 사물을 높여 이르는 말.
존엄사,"인간으로서 최소한의 품위를 지키면서 죽을 수 있게 하는 행위. 또는 그런 견해. 의사는 환자의 동의 없이 원칙적으로 치료 행위를 할 수 없다는 것으로, 소극적 안락사라고도 한다."
존엄성,매우 높고 엄숙한 성질.
존재감,사람이나 사물 등이 실제로 있다고 생각하는 느낌.
존재론,존재 또는 존재의 근본적이고 보편적인 모든 규정을 연구하는 학문.
존재성,"철학에서, 실제로 존재하는 특성."
졸업생,"학교, 유치원 등에서 정해진 교과 과정을 모두 마친 학생."
졸업식,학교에서 일정한 교과 과정을 모두 마친 것을 기념하는 의식.
졸업자,학교에서 정해진 교과 과정을 모두 마친 사람.
졸업장,학교에서 일정한 교과 과정을 모두 마친 사람에게 그 내용을 적어서 주는 증서.
졸장부,마음이 좁고 겁이 많으며 성격이 소극적인 남자.
좀도둑,가치가 대단히 크지 않거나 중요하지 않은 물건을 훔치는 도둑.
종갓집,어떤 가문에서 큰아들로만 이어져 온 큰집.
종교계,종교와 관련된 일을 하는 사람들의 활동 분야.
종교관,종교에 대한 생각과 의견.
종노릇,종처럼 행동하거나 그런 태도를 가짐.
종다리,참새보다 조금 더 크며 붉은 갈색에 검은색 가로무늬가 있는 새.
종달새,참새보다 조금 더 크며 붉은 갈색에 검은색 가로무늬가 있는 새.
종량제,"물품의 무게나 길이, 양에 따라 세금 또는 이용 요금을 매기는 제도."
종류별,종류에 따라 각각 갈라놓은 것.
종말론,천지의 변화로 이 세계가 끝나고 신이 최후의 심판을 할 것이라는 주장.
종묘악,‘종묘 제례악’을 줄여 이르는 말.
종무식,관공서나 회사 등에서 연말에 근무를 끝낼 때 행하는 의식.
종살이,(옛날에) 남의 종이 되어 일함.
종신형,평생 동안 감옥 안에 가두고 의무적인 작업을 시키는 형벌.
종아리,무릎과 발목 사이의 뒤쪽 근육 부분.
종업원,직장 등에서 어떤 업무에 종사하는 사람.
종이배,종이를 접어서 만든 배.
종이비행기,종이를 접어서 만든 비행기.
종이접기,종이를 접어서 여러 가지 모양을 만드는 일.
종이컵,"한 번 쓰고 버리는, 종이로 만든 컵."
종잇장,종이의 낱장.
종잇장,(비유적으로) 핏기가 없는 창백한 얼굴빛.
종조모,할아버지의 남자 형제의 아내.
종조할머니,할아버지의 남자 형제의 아내.
종주국,어떤 현상이나 대상 등이 처음 시작된 나라.
종착역,기차나 전차 등이 마지막으로 도착하는 역.
종착지,마지막으로 도착하는 곳.
종횡무진,걸리거나 막히는 것이 없이 마음대로 행동하는 상태.
좌불안석,불안하거나 걱정스러워서 한군데에 오래 앉아 있지 못함.
좌우익,"좌익 사상 집단과 우익 사상 집단, 또는 좌익 사상과 우익 사상을 가리키는 말."
좌우지간,이렇든 저렇든 어떻든 간.
좌익수,"야구에서, 외야의 왼쪽을 지키는 수비수."
좌절감,계획이나 의지 등이 꺾여 자신감을 잃은 느낌이나 기분.
좌지우지,이리저리 제 마음대로 휘두르거나 다룸.
좌회전,차 등이 왼쪽으로 돎.
죄책감,저지른 죄나 잘못에 대하여 책임을 느끼는 마음.
주관성,자기만의 생각이나 관점에 의해 정해지는 성질.
주관자,어떤 일을 책임지고 관리하는 사람.
주관적,자신의 생각이나 관점을 기준으로 하는 것.
주권자,나라의 주인이 될 권리를 가진 사람.
주근깨,주로 얼굴의 볼 주위에 무리 지어 생기는 작고 검은 점.
주기성,일정한 간격을 두고 반복하여 진행하거나 나타나는 성질.
주기적,일정한 간격을 두고 같은 현상이나 특징이 다시 나타나는 것.
주도적,중심이 되어 어떤 일을 이끄는 것.
주둥이,"병이나 그릇 등에서 좁고 길쭉하게 나온, 안에 담긴 물질을 밖으로 나오게 하는 부분."
주례사,주례가 결혼식에서 신랑과 신부의 앞날을 축복하며 하는 말.
주례자,결혼식 등에서 식을 맡아 진행하는 사람.
주름살,피부가 노화되어 생긴 줄. 또는 잔금.
주름치마,세로로 주름이 많이 잡힌 치마.
주름투성이,온통 주름이 진 상태.
주머니,옷에 천 등을 덧대어 돈이나 물건 등을 넣을 수 있도록 만든 부분.
주머니,(비유적으로) 이익을 차려 넣어 두는 곳.
주문제,생산자가 고객의 주문에 따라 상품을 생산하고 공급하는 제도.
주민세,"그 지역에 살고 있는 개인과 회사, 또는 그들의 소득에 대하여 부과하는 세금."
주방장,음식점에서 조리를 맡은 곳의 책임자.
주변국,"어떤 국가를 기준으로, 그 국가와 거리가 가까운 곳에 있는 다른 국가. "
주변머리,(속된 말로) 일이 잘되도록 중간에서 힘쓰거나 일을 융통성 있게 함. 또는 그런 재주.
주변인,"둘 이상의 서로 다른 사회나 집단에서 영향을 받으면서도, 그 어느 쪽에도 완전하게 속하지 않는 사람."
주사기,사람이나 동물의 몸에 액체로 된 약물을 넣는 데 쓰는 기구.
주사액,"주사기를 통해 사람이나 동물의 몸에 넣는, 액체로 된 약물."
주사약,"주사기를 통해 사람이나 동물의 몸에 넣는, 액체로 된 약물."
주사위,"작은 상자 모양의 각 면에 하나에서 여섯까지의 점이 새겨져, 바닥에 던져 윗면에 나온 수로 승부를 겨루는 놀이 도구."
주산지,어떤 물건이 주로 생산되는 지역.
주삿바늘,"주사기 끝에 꽂는, 아주 작은 구멍이 뚫려 있는 바늘."
주색잡기,생활을 방탕하게 만드는 술과 여자와 노름.
주생활,사람이 사는 집이나 사는 곳에 관한 생활.
주성분,"주어, 서술어, 목적어 등과 같이 문장을 이루는 필수적인 성분."
주소록,"여러 사람의 주소나 전화번호, 이메일 주소 등을 적어서 모아 둔 것."
주소지,법률적인 문서에 기록되어 있는 거주 장소.
주술사,무당과 같이 주문을 외거나 신비한 기술을 부려 불행을 막거나 원하는 일이 이루어지도록 하는 힘을 가진 사람.
주술적,주술에 관련된 것.
주식회사,"주식을 발행하여 여러 사람으로부터 투자를 받고 투자한 만큼 이익을 배당하는, 자본과 경영이 분리된 회사."
주안점,가장 중요하게 여겨 살피는 점. 또는 중심이 되는 목표점.
주요리,식사 때 나오는 여러 가지 요리 중에서 가장 중심이 되는 요리.
주요인,여러 이유 중에서 가장 중심이 되는 이유.
주원료,어떤 것을 만드는 데 가장 중심이 되는 재료.
주원인,여러 원인 중에서 가장 중심이 되는 원인.
주유소,자동차 등에 연료가 되는 기름을 넣는 곳.
주의력,한 가지 일에 정신을 집중하는 힘.
주의보,"태풍, 호우, 대설, 폭염, 한파 등으로 피해가 생길 수 있어서 주의가 필요함을 알리는 소식."
주인공,"연극, 영화, 소설 등에서 이야기의 중심이 되는 인물."
주인아저씨,(친근하게 이르는 말로) 집이나 가게 등의 주인인 남자.
주인장,"(높임말로) 책임감을 가지고 중심이 되어 국가나 조직, 집안, 단체의 일을 이끌어 가는 사람."
주인장,(높임말로) 손님을 초대하거나 맞은 사람.
주입식,액체나 기체가 흘러 들어가도록 부어 넣는 방식.
주재국,외교관이 직무상 어떤 일을 담당하기 위해 자기 나라를 떠나 머물러 있는 나라.
주재원,직무상 어떤 일을 담당하기 위해 자기 나라를 떠나 일정한 곳에 머물러 있는 사람.
주전부리,계속 군것질을 함. 또는 그런 버릇.
주전부리,심심함을 달래려고 먹는 음식.
주제가,"영화, 연극, 드라마 등에 들어 있는, 주제를 상징적으로 표현하는 노래."
주제문,중심이 되는 내용을 담은 문장.
주지사,연방 국가에서 한 주의 행정을 책임지고 맡은 사람.
주차권,일정한 곳에 차를 세우는 것을 허락하는 표.
주차난,자동차를 세워 둘 공간이 부족하여 겪는 어려움.
주차료,일정한 곳에 차를 세우기 위해 내는 돈.
주차장,자동차를 세울 수 있는 일정한 장소.
주창자,"사상, 이론, 주의 등을 앞장서서 주장한 사람."
주창자,노래나 시 등을 먼저 부르는 사람.
주책바가지,(놀리는 말로) 일정한 의견이나 주장이 없이 이랬다저랬다 하여 몹시 실없는 사람.
주춧돌,기둥 밑에 기초로 받쳐 놓은 돌.
주치의,어떤 사람의 병을 맡아서 치료하는 의사.
주택난,살 집이 모자라서 구하기 어려운 일.
주택지,집을 짓기에 알맞은 지역.
주택지,주택이 많이 있는 지역.
주특기,주로 내세울 만한 특별한 기술이나 기능.
주파수,전파나 음파가 1초 동안에 흔들려 움직이는 횟수.
주판알,주판에서 셈을 하는 단위가 되는 작은 구슬.
주행선,다른 차를 앞지르지 않고 계속 달리는 길을 나타내는 차선.
주홍빛,붉은빛을 띤 빨강과 노랑의 중간 빛.
주홍색,붉은빛을 띤 빨강과 노랑의 중간색.
주황빛,빨간빛과 노란빛이 섞인 빛.
주황색,빨간색과 노란색이 섞인 색.
준법정신,법률이나 규칙을 잘 지키는 정신.
준비물,미리 마련하여 갖추어 놓는 물건.
준비성,준비를 제대로 잘하는 성질이나 태도.
준우승,"경기나 시합에서, 우승 다음가는 등급을 차지함. 또는 그 등급."
준준결승,준결승전에 나갈 자격을 겨루는 시합이나 경기.
준회원,회원으로 활동할 수 있는 정식 자격을 갖추기 전의 회원.
줄다리기,여러 사람이 양편으로 갈려서 밧줄을 잡고 서로 자기 편으로 끌어당겨 상대편을 자기 편으로 끌어오면 이기는 놀이.
줄달음,쉬지 않고 곧바로 계속 달려감.
줄무늬,여러 개의 줄로 이루어진 무늬.
줄임표,할 말을 줄였을 때나 말이 없음을 나타낼 때에 쓰는 문장 부호.
줄초상,한 집에서 잇따라 사람이 죽어서 장사를 지냄.
줄타기,공중에 쳐 놓은 줄 위에서 걷거나 여러 재주를 보이는 민속놀이.
줄행랑,(속된 말로) 피하거나 쫓기어 달아남.
중간고사,각 학기의 중간에 학생들의 학업 상태를 평가하기 위하여 치르는 시험.
중간시험,각 학기의 중간에 학생들의 학업 상태를 평가하기 위하여 치르는 시험.
중개소,"매매나 교환, 임대 등의 거래가 이루어지도록 중개인이 제삼자로서 일을 주선하는 곳."
중거리,"육상 경기에서, 400~1,500미터의 거리를 빨리 달리는 것을 겨루는 경기."
중계방송,한 방송국의 방송을 다른 방송국이 연결하여 내보내는 방송.
중계방송,경기장이나 국회나 사건 현장 등 방송국 밖의 실제 상황을 방송국이 연결하여 전달하는 방송.
중계자,서로 다른 대상을 중간에서 이어 주는 사람.
중계자,경기장이나 국회나 사건 현장 등 방송국 밖의 실제 상황을 중간에서 연결하여 방송하는 사람.
중고교,중학교와 고등학교.
중고차,얼마 동안 사용하여 조금 낡은 자동차.
중과부적,적은 수로 많은 수에 맞서지 못함.
중괄호,"언어에서, 같은 범주에 속하는 여러 요소를 세로로 묶어서 보일 때 쓰거나 열거된 항목 중 어느 하나가 자유롭게 선택될 수 있음을 보일 때 쓰는 문장 부호 '{ }'의 이름."
중구난방,말을 막기 어려울 정도로 여러 사람이 시끄럽게 마구 떠듦.
중국어,중국인이 쓰는 말.
중금속,"철, 금, 백금 등의 무거운 금속."
중년기,중년의 시기.
중년층,나이가 중년인 사람의 계층.
중노동,육체적으로 힘이 많이 드는 일.
중노동,특정 집단에서 지게 하는 형벌의 하나.
중늙은이,아주 늙지는 않고 조금 늙은 사람.
중대사,몹시 중요하고 큰 사건.
중대성,어떤 일의 중요한 특성.
중대장,군대에서 중대를 지휘하고 이끄는 우두머리.
중대형,중형과 대형을 함께 이르는 말.
중도금,계약금을 내고 나서 마지막 잔금을 치르기 전에 주는 돈.
중도적,한쪽으로 치우치지 않는 중간의 입장이나 방법인 것.
중독성,먹거나 몸에 닿으면 목숨이 위태롭게 되거나 몸에 이상을 일으키는 성질.
중독성,중독으로 인한 특성.
중독자,어떤 성분에 중독이 된 사람.
중독자,어떤 사상이나 사물에 빠져서 정상적인 생각이나 판단을 할 수 없게 된 사람.
중량감,물체의 무거운 느낌.
중립성,어느 한쪽에 치우치지 않고 중간 입장에 서는 성질. 또는 그런 태도를 취하는 성질.
중립적,어느 한쪽에 치우치지 않고 중간 입장에 서는 것. 또는 그런 태도를 취하는 것.
중매결혼,중매로 만나서 이루어진 결혼.
중매쟁이,(낮잡아 이르는 말로) 결혼이 이루어지도록 남녀를 소개하는 사람.
중머리,빡빡 깎은 중의 머리. 또는 그런 머리의 중.
중무장,(비유적으로) 어떤 일이나 사태에 대처하기 위해 철저하게 준비함.
중상모략,남을 해치려고 근거 없는 말로 욕하고 속임수를 써서 일을 꾸미는 것.
중성적,서로 반대되는 두 성질 사이의 중간적 성질을 띠는 것.
중성적,성적인 특징이 남성이나 여성 중 어느 한쪽의 특성을 뚜렷하게 갖지 않는 것.
중소기업,돈이나 직원 수 또는 매출액과 규모 등이 대기업에 비해 상대적으로 작은 기업.
중소형,크기나 규모가 중간인 것과 작은 것.
중식당,중국요리를 파는 식당.
중심가,도시 안에서 중심이 되는 거리.
중심부,어떤 것의 한가운데가 되는 부분.
중심부,매우 중요하고 핵심이 되는 부분.
중심선,물체의 한가운데를 지나는 선.
중심인물,어떤 사건의 중심이 되는 인물. 또는 어떤 단체나 사회에서 중심이 되는 인물.
중심적,매우 중요하고 기본이 되는 것.
중심점,어떤 물체의 공간적 중심이 되는 점.
중심점,어떤 일이나 현상의 중심이 되는 것.
중심지,어떤 일이나 활동의 중심이 되는 곳.
중심체,어떤 활동이나 행동에서 중심이 되는 것. 또는 그런 단체.
중심축,사물의 한가운데를 지나가는 축.
중심축,매우 중요하고 기본이 되는 축.
중압감,억지로 강요된 것에 대한 부담감.
중앙부,어떤 장소나 물체의 중심이 되는 한가운데 부분.
중앙선,한가운데를 지나는 선.
중앙선,차도 중간에 그은 차선.
중앙아시아,"아시아의 중앙부. 투르크메니스탄, 우즈베키스탄, 타지키스탄, 키르기스스탄, 카자흐스탄 등의 나라가 포함된다."
중앙은행,한 나라의 금융과 통화 정책의 중심이 되는 은행.
중요도,중요하게 여기는 정도.
중요성,귀중하고 꼭 필요한 요소나 성질.
중이염,고막의 안쪽 뼈 속에 있는 공간에 생기는 염증. 
중장기,중기와 장기를 함께 이르는 말.
중장비,"건설이나 토목 공사에 쓰는, 아주 무겁고 큰 기계나 차."
중재인,다투는 사람들 사이에 끼어들어 당사자들을 화해시키는 사람.
중재자,다투는 사람들 사이에 끼어들어 당사자들을 화해시키는 사람.
중저가,보통보다 조금 싼 상품의 가격.
중절모자,"꼭대기의 가운데를 눌러쓰는, 둥근 챙이 달린 신사용 모자."
중점적,여럿 중에서 가장 중요하게 여기는 것.
중죄인,무겁고 큰 죄를 지은 사람.
중진국,"문화, 복지, 국민 소득, 경제 발전 등의 면에서 선진국과 후진국의 중간에 속하는 나라."
중징계,조직이나 단체에서 질서나 규칙을 어기거나 잘못을 저지른 사람에게 무거운 벌을 내림. 또는 그 벌.
중창단,중창을 하는 사람들의 모임.
중추적,어떤 것의 가장 중요한 부분이나 자리가 되는 것.
중추절,"음력 팔월에 있는 명절이라는 뜻으로, 추석의 다른 이름."
중학교,초등학교를 졸업하거나 초등학교를 졸업한 수준의 학력을 갖추면 갈 수 있는 학교.
중학생,중학교에 다니는 학생.
중화상,심한 화상.
중화요리,중국의 요리.
중화요리,우리나라 사람들 입맛에 맞게 바뀌어 자리 잡은 중국식 요리.
중화학,금속이나 기계나 화학 등과 같이 부피에 비하여 무게가 무거운 물건을 만드는 공업.
중환자,병이나 상처의 정도가 매우 심한 사람.
중환자실,병이나 상처의 정도가 매우 심한 사람을 효과적으로 치료하기 위한 병실.
쥐구멍,쥐가 들어가고 나오는 구멍.
쥐꼬리,(비유적으로) 양이나 수가 매우 적은 것.
쥐새끼,(속된 말로) 나쁜 꾀가 아주 많고 눈치가 빨라 자기 이익을 잘 챙기는 사람.
즉각적,바로 당장 하는 것.
즉흥적,그 자리에서 바로 일어나는 느낌이나 기분에 따라 하는 것.
즐거움,마음에 들어 흐뭇하고 기쁜 마음.
증가세,점점 늘어나는 흐름이나 경향.
증가율,늘어나는 비율.
증거물,어떤 사건이나 사실을 확인할 수 있는 근거가 되는 물건.
증거품,어떤 사건이나 사실을 확인할 수 있는 근거가 되는 물건.
증권사,투자자 대신 증권을 사고팔거나 금융 일을 하는 회사.
증류수,물에 열을 가하여 생긴 기체를 차갑게 식혀서 액체로 만든 뒤 걸러서 깨끗하게 한 물.
증명사진,증명서 등에 붙이는 작은 크기의 얼굴 사진.
증명서,어떤 사실이 진실임을 밝히는 문서.
증보판,모자란 내용을 더 보태서 다시 출판한 책.
증손자,손자의 아들. 또는 아들의 손자.
증여세,증여를 통하여 다른 사람의 권리나 재산을 받은 사람에게 물리는 세금.
증오감,몹시 원망하고 미워하는 감정.
증오심,몹시 원망하고 미워하는 마음.
증인석,법정 등에서 증인이 앉도록 마련된 자리.
증조모,아버지의 할머니.
증조부,아버지의 할아버지.
증조부모,아버지의 할아버지와 할머니.
증조할머니,아버지의 할머니.
증후군,직접적인 원인이 무엇인지 분명하지 않은 채 한꺼번에 나타나는 여러 가지 병적인 증세.
지각생,정해진 시각보다 늦게 출근하거나 등교하는 사람.
지구력,오랫동안 버티며 견디는 힘.
지구본,지구의 모양을 본떠 만든 모형.
지구인,지구에 사는 사람.
지구적,범위나 규모 등이 지구 전체에 미치는 것.
지구촌,지구 전체를 한 마을처럼 여겨 이르는 말.
지그재그,줄이나 걸음 등이 곧바르지 않고 한자 ‘之’ 자 모양의 상태.
지근거리,매우 가까운 거리.
지급기,돈이나 물건 등을 내주어야 하는 시기.
지난날,지나온 과거의 날이나 생활.
지느러미,물고기나 물에 사는 동물이 물속에서 몸의 균형을 유지하거나 헤엄치는 데 쓰는 기관.
지능화,범죄 등의 수법이 교묘해짐.
지능화,기계 등에 감각 기능과 인식 기능을 가지도록 함.
지렁이,주로 축축한 흙 속에 사는 가늘고 긴 원통형의 동물.
지렛대,무거운 물건을 움직이는 데에 사용하는 막대기.
지뢰밭,지뢰가 많이 묻혀 있는 지역.
지름길,목적지까지 빠르게 갈 수 있는 길.
지름길,(비유적으로) 쉽고 빠른 방법.
지리학,지구의 자연과 인간의 생활을 지역적 관점에서 연구하는 학문.
지린내,오줌에서 나는 것과 같은 냄새.
지망자,어떤 전문적인 일을 하고자 하는 사람.
지방산,동물성이나 식물성 기름을 이루는 성분.
지방세,지방 자치 단체에서 그 지방의 주민에게 물리는 세금.
지방질,지방으로 이루어진 물질.
지배력,사람이나 집단을 자신의 뜻대로 복종하게 하여 다스리거나 차지하는 힘.
지배력,어떤 요소가 사람이나 집단의 생각이나 행동에 크게 영향을 끼치는 힘.
지배자,다른 사람이나 집단을 자신의 뜻대로 복종하게 하여 다스리는 사람.
지배층,"정치적, 경제적, 사회적으로 다른 사람이나 집단에 대하여 지배적인 힘을 가진 계층."
지부장,지부의 일을 책임지는 직위. 또는 그 직위에 있는 사람.
지상군,주로 땅 위에서 싸움을 하는 군대.
지상전,땅 위에서 벌이는 전투.
지상주의,무엇 하나만을 가장 중요한 것으로 생각하는 주의.
지성인,어떤 것을 받아들여 알거나 이해하고 판단하는 등의 지적 능력을 갖춘 사람.
지속적,어떤 일이나 상태가 오래 계속되는 것.
지시문,지시하는 내용을 적은 문서.
지시봉,대상을 가리켜 보이는 가늘고 긴 막대기.
